epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
369,2647.69,0.47028,0.31011,0.91523,0.96476,0.88559,0.94196,0.80494,0.70234,0.3602,1.00969,0.0027136,0.0027136,0.0027136
370,2654.89,0.45765,0.3014,0.90579,0.96395,0.88596,0.94301,0.8036,0.70613,0.36321,1.01114,0.0026938,0.0026938,0.0026938
371,2661.93,0.47165,0.30858,0.91333,0.9294,0.90847,0.94225,0.80351,0.70782,0.37053,1.00886,0.002674,0.002674,0.002674
372,2669.04,0.46185,0.30465,0.91342,0.92642,0.90528,0.93954,0.8031,0.70585,0.36049,1.01126,0.0026542,0.0026542,0.0026542
373,2676.14,0.46494,0.29873,0.90989,0.93435,0.89802,0.93851,0.8068,0.70761,0.35822,1.0139,0.0026344,0.0026344,0.0026344
374,2683.18,0.45619,0.29847,0.9053,0.93467,0.90252,0.93867,0.80226,0.70404,0.3548,1.01171,0.0026146,0.0026146,0.0026146
375,2690.37,0.45931,0.3059,0.90788,0.93985,0.90611,0.93708,0.80026,0.70206,0.35387,1.00712,0.0025948,0.0025948,0.0025948
376,2697.51,0.45807,0.30372,0.90823,0.92123,0.91109,0.9357,0.79912,0.70125,0.35643,0.99726,0.002575,0.002575,0.002575
377,2704.65,0.45849,0.30353,0.90837,0.93057,0.91111,0.93653,0.79885,0.70261,0.36182,0.99856,0.0025552,0.0025552,0.0025552
378,2711.75,0.46291,0.30621,0.90537,0.91664,0.91402,0.9367,0.79586,0.70299,0.36487,0.99561,0.0025354,0.0025354,0.0025354
379,2718.86,0.45648,0.30002,0.90622,0.9168,0.91351,0.93743,0.79676,0.70506,0.37235,0.99573,0.0025156,0.0025156,0.0025156
380,2725.88,0.46698,0.30355,0.9052,0.91406,0.9141,0.93625,0.79991,0.70372,0.36643,0.99576,0.0024958,0.0024958,0.0024958
381,2733.07,0.46647,0.29962,0.91053,0.91386,0.91405,0.93623,0.79854,0.7056,0.36596,0.99832,0.002476,0.002476,0.002476
382,2740.2,0.46257,0.30995,0.91221,0.93461,0.89916,0.93601,0.79397,0.70533,0.37248,0.99968,0.0024562,0.0024562,0.0024562
383,2747.34,0.4552,0.30559,0.9022,0.91835,0.91564,0.93469,0.79926,0.70055,0.37033,0.99733,0.0024364,0.0024364,0.0024364
384,2754.47,0.46613,0.30038,0.90093,0.92167,0.9149,0.9353,0.8009,0.69849,0.3731,0.99384,0.0024166,0.0024166,0.0024166
385,2761.62,0.45655,0.29626,0.90594,0.92149,0.91464,0.93968,0.80507,0.69956,0.37232,0.99388,0.0023968,0.0023968,0.0023968
386,2768.68,0.45239,0.29898,0.90527,0.92279,0.91528,0.93903,0.80537,0.70719,0.37058,0.99811,0.002377,0.002377,0.002377
387,2775.71,0.45527,0.30225,0.90509,0.92275,0.9157,0.93715,0.79995,0.71053,0.37185,1.00198,0.0023572,0.0023572,0.0023572
388,2782.89,0.45822,0.30292,0.90466,0.92297,0.91466,0.938,0.80396,0.71068,0.37647,1.00544,0.0023374,0.0023374,0.0023374
389,2790.14,0.45846,0.30166,0.90639,0.92238,0.91518,0.93707,0.80379,0.71097,0.38218,1.00748,0.0023176,0.0023176,0.0023176
390,2797.24,0.4558,0.30335,0.90553,0.92225,0.91513,0.93515,0.79727,0.71441,0.38533,1.01139,0.0022978,0.0022978,0.0022978
391,2804.45,0.44619,0.2913,0.90116,0.92329,0.91445,0.93784,0.79536,0.71608,0.39556,1.02015,0.002278,0.002278,0.002278
392,2811.56,0.45448,0.29829,0.90501,0.92238,0.91431,0.94024,0.79897,0.7173,0.39073,1.01921,0.0022582,0.0022582,0.0022582
393,2818.81,0.45918,0.30345,0.90888,0.92173,0.91448,0.94068,0.79788,0.71919,0.39529,1.02281,0.0022384,0.0022384,0.0022384
394,2826.25,0.45091,0.30196,0.91165,0.92142,0.91495,0.94059,0.79911,0.71621,0.39068,1.02007,0.0022186,0.0022186,0.0022186
395,2833.38,0.45303,0.30333,0.90781,0.92416,0.91495,0.94021,0.79513,0.71758,0.38418,1.02043,0.0021988,0.0021988,0.0021988
396,2840.44,0.4502,0.30027,0.90022,0.92517,0.91447,0.93959,0.79509,0.71724,0.38769,1.02053,0.002179,0.002179,0.002179
397,2847.58,0.45082,0.29225,0.90212,0.93671,0.90342,0.94046,0.79283,0.7173,0.3806,1.01999,0.0021592,0.0021592,0.0021592
398,2854.62,0.45519,0.30148,0.91558,0.93845,0.90376,0.9399,0.79782,0.71181,0.38312,1.01921,0.0021394,0.0021394,0.0021394
399,2861.77,0.44303,0.28415,0.89387,0.93547,0.91184,0.93987,0.79648,0.7066,0.37955,1.01627,0.0021196,0.0021196,0.0021196
400,2868.88,0.44195,0.29107,0.89859,0.93558,0.9153,0.9403,0.80377,0.70736,0.38889,1.01712,0.0020998,0.0020998,0.0020998
401,2876.13,0.44157,0.28833,0.89966,0.93549,0.915,0.94023,0.80225,0.71046,0.38241,1.01711,0.00208,0.00208,0.00208
402,2883.32,0.44502,0.2958,0.90529,0.93535,0.91412,0.94028,0.79871,0.70798,0.37707,1.01322,0.0020602,0.0020602,0.0020602
403,2890.44,0.4461,0.29775,0.90426,0.93482,0.91389,0.94106,0.79494,0.70978,0.37633,1.01226,0.0020404,0.0020404,0.0020404
404,2897.6,0.45286,0.30418,0.90792,0.93473,0.91379,0.94046,0.79785,0.71248,0.37618,1.01113,0.0020206,0.0020206,0.0020206
405,2904.72,0.44965,0.29556,0.90398,0.93512,0.91381,0.94095,0.79801,0.71151,0.37474,1.01082,0.0020008,0.0020008,0.0020008
406,2911.81,0.4336,0.28852,0.89362,0.93438,0.91388,0.94147,0.80116,0.70908,0.36917,1.01009,0.001981,0.001981,0.001981
407,2918.91,0.43337,0.28393,0.90163,0.93365,0.91392,0.94067,0.79865,0.70961,0.37205,1.009,0.0019612,0.0019612,0.0019612
